subject,with_brown_rules,prompt_type,poem_text
truth,TRUE,figurative,"The mirror holds a story left untold, 
A glassy lie, spun from the heart's own gold. 
A glassy lie, spun from the heart's own gold, 
With shadows creeping where the secret's rolled. 

These echoes dance where silence once took hold, 
A heart beats soft, but feels a fracture bold. 
A heart beats soft, but feels a fracture bold, 
In every pulse, a history, behold. 

They whisper dreams, and still the night grows cold, 
Beneath the weight of whispered tales retold. 
Beneath the weight of whispered tales retold, 
We find the pain in memories, so old. 

Each shadow speaks of paths we left untrod, 
The truth hides close beneath a fragile nod. 
The truth hides close beneath a fragile nod, 
The mirror holds a story left untold."
truth,TRUE,specific,"The glass shatters in the night, alone. 
The heart mourns what it cannot possess. 
The heart mourns what it cannot express. 
Yet silence sings, as truth twists in its grip. 
Yet silence hums, wrapping dreams like a shawl. 
The world wraps warmth in shadows, feels too small. 
The world wraps around anguish, bright and frail. 
Bright and frail, the moon spills secrets soft. 
Bright and frail, the moon shields whispers lost. 
Secrets spill, like laughter breaking apart. 
Secrets flirt with echoes of fading souls. 
Laughter fades as breath becomes uneasy. 
Laughter sheds its skin, gives way to grace. 
Breath becomes a river of hard-edged glass. 
The glass shatters in the night, alone."
twilight,TRUE,general,"The twilight whispers secrets to the night, 
It hums every sorrow, turns to delight. 
It hums every sorrow, turns to delight, 
A melody lost where shadows take flight. 

In this dim-lit hour, dreams slip through the cracks, 
A soft sighing breath that never looks back. 
A soft sighing breath that never looks back, 
Yet echoes of laughter pull at the slack. 

Beneath dusky skies, memories collide, 
An aching embrace where veils can’t divide. 
An aching embrace where veils can’t divide, 
For darkness invites what daylight would hide. 

I grasp at the fragments of what was once free, 
The twilight whispers secrets to the night."
twilight,TRUE,figurative,"The shadows stretch like fingers in the dusk. 
The light retreats, a secret dusk unfolds, 
The light retreats, a silent truth it holds. 
The day now sighs, a whisper in its husk. 
A longing breath is taken, time unfolds. 
A longing breath as night begins to creep. 
A dance of dreams where waking echoes seep. 
A dance of whispers shared beneath the stars. 
A meeting placed between our tangled hearts. 
A war of warmth and chill, with fading bars. 
A war of light and dark as silence starts. 
A war of dusk where all that’s said should stay. 
The shadows stretch like fingers in the dusk. 
The shadows stretch like fingers, then drift away."
twilight,TRUE,specific,"In twilight’s softness, shadows stretch and bend, 
In twilight’s grip, the day begins to mourn. 
In twilight’s grip, the day begins to mourn, 
The light slips gently, painted skies now worn. 
The light slips gently, whispers haunt the night, 
While dreams entwine with echoes lost from sight. 
While dreams entwine with echoes lost from sight, 
I search for solace where the stillness sighs. 
I search for solace where the stillness sighs, 
A faded photograph, your laughter binds. 
A faded photograph, your laughter binds, 
Yet in that moment, silence cuts the air. 
Yet in that moment, silence cuts the air, 
We stand together, knowing what was there. 
In twilight’s softness, shadows stretch and bend."
urban environment,TRUE,general,"The city breathes a thousand whispered dreams, 
Each shadow hums with stories lost to time. 
Each shadow hums with stories lost to time, 
Yet in the alley, stillness steals the light. 
Yet in the alley, stillness steals the light, 
Where hope is hidden, folded in graffiti. 
Where hope is hidden, folded in graffiti, 
A canvas speaks what silence cannot say. 
A canvas speaks what silence cannot say, 
While sirens wail, the heart learns how to shout. 
While sirens wail, the heart learns how to shout, 
A rhythm built on pain's untold refrain. 
A rhythm built on pain's untold refrain, 
Threads of resilience weave through every pulse. 
Threads of resilience weave through every pulse, 
The city breathes a thousand whispered dreams."
urban environment,TRUE,figurative,"Where steel and sorrow meet beneath the sky, 
The shadows dance like whispers, soft yet sly. 
The shadows dance like whispers, soft yet sly, 
Each corner turned reveals a silent sigh. 

Concrete rivers, flowing tales of old, 
The heartbeats echo, stories left untold. 
The heartbeats echo, stories left untold, 
In hollow spaces, dreams begin to fold. 

Windows flicker, glimmers of lost light, 
Beneath the glow, the restless search for right. 
Beneath the glow, the restless search for right, 
Fingers trace the lines of grief and fight. 

Still, hope pours from cracks in the aging stone, 
And in this chaos, we may find a home. 
And in this chaos, we may find a home, 
Where steel and sorrow meet beneath the sky."
urban environment,TRUE,specific,"In the city’s hum, I find my lost voice. 
In the pulse of streets, I've buried my dreams. 
In the pulse of streets, I've wandered through night. 
A streetlamp flickers, casting shadows long. 
A streetlamp flickers, a reminder glows. 
Smoke from the corner shack curls into sighs. 
Smoke from the corner shack dances with light— 
A soft, fleeting moment caught in the rush. 
A soft, fleeting moment fades with the dawn, 
Echoes of laughter now swallowed by steel. 
Echoes of laughter drown beneath gray walls, 
Concrete whispers tales of sorrow and hope. 
Concrete whispers, the scent of rain-soaked stone. 
The scent of rain-soaked stone, heartbeats In sync. 
In the city’s hum, I find my lost voice."
war & conflict,TRUE,general,"In the silence, echoes of battles rage, 
In the deep, we find hope amidst the fear. 
In the deep, we find hope amidst the fear, 
Yet the heart carries weight, wounds disappear. 

So I stand, a ghost, in my own despair, 
Shadows linger, whispering tales of old. 
Shadows linger, whispering tales of old, 
While the stories of loss yet remain bold. 

The fire burns, and memory won't fade, 
Each face lost in time, etched in my mind. 
Each face lost in time, etched in my mind, 
Pressing wounds into souls forever blind. 

We remember the cries, the silent screams, 
Chasing peace through the dreams of a lost past. 
Chasing peace through the dreams of a lost past, 
In the silence, echoes of battles rage."
war & conflict,TRUE,figurative,"A sky full of echoes, blue and gray, 
These clouds drape the memories we weigh. 
These clouds drape the memories we weigh, 
But beneath, every heart beats in dismay. 

The laughter fades, a ghost on the breeze, 
A silence now rests where once joy would seize. 
A silence now rests where once joy would seize, 
Each whisper is filled with forgotten pleas. 

The ground, though it aches for the sound of love, 
Holds stories of struggle, written above. 
Holds stories of struggle, written above, 
Yet peace calls with arms that embrace the dove. 

A whisper is filled with forgotten pleas, 
A sky full of echoes, blue and gray."
war & conflict,TRUE,specific,"In the garden, the old swing creaks with prayer, 
In the garden, whispers of long-lost children, 
In the garden, echoes of laughter ring clear, 
With shadows of those who never climbed higher. 
Each rustle of leaves speaks in solemn tones, 
Each rustle of the wind holds a soldier's name, 
Each whisper, a step taken too close to flame, 
Each step back reveals truths that are hard to bear. 

Underneath the oak, their secrets still linger, 
Underneath the boughs, echoes of silent cries, 
Underneath the sky, where innocence once bloomed, 
Each bloom now a mark left by stories of pain. 
What roses we planted bleed red like the past, 
What tears from the soil remind us of each loss, 
What memories haunt like the breath of a storm— 
In the garden, the old swing creaks with prayer."
weather,TRUE,general,"The sky weeps heavy, casting shadows long. 
Gray clouds drape the day like secrets kept. 
Gray clouds drape the day like secrets kept, 
They swirl, a dance where sorrow's never wrong. 

The storm unleashes thunder's bitter song, 
And faith leans low, a twig in flood’s cold grasp. 
And faith leans low, a twig in flood’s cold grasp, 
Yet still, beneath the chaos, dreams grow strong. 

Each drop that falls sings tales of loss and grace, 
The sun, unseen, a promise in the dark. 
The sun, unseen, a promise in the dark, 
That hope can bloom from shadows we embrace. 

The sky weeps heavy, casting shadows long, 
Yet warmth returns, reminding us to rise."
weather,TRUE,figurative,"Storm clouds gather on a distant line, 
A whisper carries thunder through the night. 
A whisper carries thunder through the night, 
Yet silence lingers where the lightning strikes. 
Yet silence lingers deep within my chest, 
A heartbeat echoes in the cruel dark. 
A heartbeat echoes in the cruel dark, 
Where dreams dissolve like mist beneath a glance. 
Where dreams dissolve, there seems to burn a fire, 
And in that fire, warmth escapes the cold. 
And in that fire, the past creeps close and breathes, 
Its memory entangles in the rain. 
Its memory entangles every thought, 
Storm clouds gather on a distant line."
weather,TRUE,specific,"The rain fell heavy on the windowpane, 
Each drop a whispered prayer for the day. 
Each drop a whispered prayer for the day, 
And darkness blurred the light of what I’d say. 

The lightning stitched the sky in jagged threads, 
Its pulse was wild, a dance that pulled me close. 
Its pulse was wild, a dance that pulled me close, 
Yet thunder rumbled secrets, coast to coast. 

The air was thick with dreams I dared not chase, 
Yet still I stood, a silhouette in gray. 
Yet still I stood, a silhouette in gray, 
In that stillness, I began to lose my way. 

When voices echoed, shifting in the dark, 
I knew my heart was weathered—still, it beat. 
I knew my heart was weathered—still, it beat, 
The rain fell heavy on the windowpane."
