pair_index,pair_type,matches,num_matches,max_phrase_len,max_phrase_example,passes_echo,poem_id,subject,with_brown_rules,prompt_type
13,first_last,"box, grandmother, hand, her, my, recipe",6,9,my grandmother 's hands move through her recipe box,True,236,the mind,False,specific
0,adjacent,,0,1,'s,False,237,trees and flowers,False,general
1,adjacent,"daffodil, forget, frozen, tear, their, winter",6,9,while daffodils below forget their winter 's frozen tears,True,237,trees and flowers,False,general
2,adjacent,,0,0,,False,237,trees and flowers,False,general
3,adjacent,"crimson, drop, its, leaf, like, maple, scatter, souvenir",8,9,the maple drops its crimson leaves like scattered souvenirs,True,237,trees and flowers,False,general
4,adjacent,,0,1,the,False,237,trees and flowers,False,general
5,adjacent,"branch, clear, climb, light, rose",5,11,as roses climb toward the light that through the branches clears,True,237,trees and flowers,False,general
6,adjacent,,0,1,the,False,237,trees and flowers,False,general
7,adjacent,"bend, hear, secret, springtime, whisper, willow",6,9,the willow bends to whisper secrets only springtime hears,True,237,trees and flowers,False,general
8,adjacent,,0,0,,False,237,trees and flowers,False,general
9,adjacent,"bloom, despite, fear, peony, their, thorny, unfurl",7,9,while peonies unfurl their blooms despite their thorny fears,True,237,trees and flowers,False,general
10,adjacent,,0,0,,False,237,trees and flowers,False,general
11,first_last,"it, oak, remember, storm, weather, year",6,11,the oak remembers every storm it 's weathered through the years,True,237,trees and flowers,False,general
0,adjacent,,0,0,,False,238,trees and flowers,False,figurative
1,adjacent,"crown, daffodil, golden, their, unfurl",5,6,while daffodils unfurl their golden crowns,True,238,trees and flowers,False,figurative
2,adjacent,,0,0,,False,238,trees and flowers,False,figurative
3,adjacent,"maple, secret, whisper, wind",4,7,the maple whispers secrets to the wind,True,238,trees and flowers,False,figurative
4,adjacent,,0,2,to the,True,238,trees and flowers,False,figurative
5,adjacent,"face, lift, sun, their, tulip",5,8,and tulips lift their faces to the sun,True,238,trees and flowers,False,figurative
6,adjacent,,0,1,the,False,238,trees and flowers,False,figurative
7,adjacent,"joy, stream, weep, willow",4,8,the willow weeps with joy beside the stream,True,238,trees and flowers,False,figurative
8,adjacent,,0,0,,False,238,trees and flowers,False,figurative
9,adjacent,"carpet, earth, hue, purple, violet",5,7,where violets carpet earth in purple hues,True,238,trees and flowers,False,figurative
10,adjacent,,0,1,in,False,238,trees and flowers,False,figurative
11,adjacent,"bark, birch, sentinel, silver, stand",5,7,the birch stands sentinel in silver bark,True,238,trees and flowers,False,figurative
12,adjacent,,0,1,the,False,238,trees and flowers,False,figurative
13,adjacent,"claim, climb, garden, rose, wall",5,8,while roses climb and claim the garden wall,True,238,trees and flowers,False,figurative
14,adjacent,,0,1,the,False,238,trees and flowers,False,figurative
15,first_last,"arm, catch, extend, her, oak, rain",6,9,the oak extends her arms to catch the rain,True,238,trees and flowers,False,figurative
0,adjacent,,0,1,the,False,239,trees and flowers,False,specific
1,adjacent,"bloom, brief, each, promise, wind, write",6,9,each bloom a brief promise written on the wind,True,239,trees and flowers,False,specific
2,adjacent,,0,0,,False,239,trees and flowers,False,specific
3,adjacent,"carpet, drift, pink, sidewalk, snow, stone",6,8,pink snow drifting down to carpet sidewalk stone,True,239,trees and flowers,False,specific
4,adjacent,,0,0,,False,239,trees and flowers,False,specific
5,adjacent,"beauty, chase, child, fall, fragment",5,8,where children chase the falling fragments of beauty,True,239,trees and flowers,False,specific
6,adjacent,,0,1,the,False,239,trees and flowers,False,specific
7,adjacent,"fleeting, grace, laughter, mingle, scent, their",6,9,their laughter mingles with the scent of fleeting grace,True,239,trees and flowers,False,specific
8,adjacent,,0,0,,False,239,trees and flowers,False,specific
9,adjacent,"mother, pause, photograph, what",4,9,as mothers pause to photograph what can not last,True,239,trees and flowers,False,specific
10,adjacent,,0,0,,False,239,trees and flowers,False,specific
11,first_last,"air, cherry, confetti, like, petal, shed, spring, tree",8,10,the cherry tree sheds petals like confetti in spring air,True,239,trees and flowers,False,specific
0,adjacent,,0,0,,False,240,truth,False,general
1,adjacent,"bear, cast, light, shadow, we",5,9,a shadow cast by light we can not bear,True,240,truth,False,general
2,adjacent,we,1,1,by,True,240,truth,False,general
3,adjacent,"build, house, lie, like, our, room, we",7,9,we build our lies like houses room by room,True,240,truth,False,general
4,adjacent,we,1,1,we,True,240,truth,False,general
5,adjacent,"raise, transparent, wall, we",4,7,yet every wall we raise becomes transparent,True,240,truth,False,general
6,adjacent,we,1,1,we,True,240,truth,False,general
7,adjacent,"break, careful, dark, keep, morning, we",6,9,when morning breaks the careful dark we 've kept,True,240,truth,False,general
8,adjacent,we,1,1,we,True,240,truth,False,general
9,adjacent,"ashamed, find, naked, ourselves, we",5,7,we find ourselves both naked and ashamed,True,240,truth,False,general
10,adjacent,,0,0,,False,240,truth,False,general
11,first_last,"curtain, hide, our, truth, wanting",5,8,truth hides behind the curtain of our wanting,True,240,truth,False,general
0,adjacent,,0,1,the,False,241,truth,False,figurative
1,adjacent,"beneath, something, stir, surface",4,6,beneath the surface something always stirs,True,241,truth,False,figurative
2,adjacent,,0,0,,False,241,truth,False,figurative
3,adjacent,"contain, like, refuse, stay, that, whisper",6,7,like whispers that refuse to stay contained,True,241,truth,False,figurative
4,adjacent,,0,1,to,False,241,truth,False,figurative
5,adjacent,"circle, find, ground, hop, speak, we",6,8,we speak in circles hoping to find ground,True,241,truth,False,figurative
6,adjacent,,0,0,,False,241,truth,False,figurative
7,adjacent,"finally, honest, root, word",4,7,where honest words can finally take root,True,241,truth,False,figurative
8,adjacent,,0,0,,False,241,truth,False,figurative
9,adjacent,"begin, crack, fall, mask, we, wear",6,9,the masks we wear begin to crack and fall,True,241,truth,False,figurative
10,adjacent,,0,1,the,False,241,truth,False,figurative
11,first_last,"darkness, hide, light, reveal, try, what",6,8,the light reveals what darkness tried to hide,True,241,truth,False,figurative
0,adjacent,,0,0,,False,242,truth,False,specific
1,adjacent,"eye, see, swear, their, what, witness",6,8,each witness swearing what their eyes had seen,True,242,truth,False,specific
2,adjacent,,0,0,,False,242,truth,False,specific
3,adjacent,"bend, dirty, glass, light, like, memory",6,8,but memory bends like light through dirty glass,True,242,truth,False,specific
4,adjacent,,0,0,,False,242,truth,False,specific
5,adjacent,"courthouse, distort, face, hall",4,6,distorting faces in the courthouse hall,True,242,truth,False,specific
6,adjacent,,0,0,,False,242,truth,False,specific
7,adjacent,"juror, reliable, search, thread",4,7,twelve jurors searched for one reliable thread,True,242,truth,False,specific
8,adjacent,,0,0,,False,242,truth,False,specific
9,adjacent,"lie, weave",2,7,to weave together from these tangled lies,True,242,truth,False,specific
10,adjacent,,0,1,to,False,242,truth,False,specific
11,adjacent,"bear, fabric, strong, weight",4,8,some fabric strong enough to bear the weight,True,242,truth,False,specific
12,adjacent,,0,1,the,False,242,truth,False,specific
13,first_last,"different, hang, truth, verdict",4,7,the verdict hung between two different truths,True,242,truth,False,specific
0,adjacent,,0,1,the,False,243,twilight,False,general
1,adjacent,"come, dark, day, surrender",4,7,and day surrenders to the coming dark,True,243,twilight,False,general
2,adjacent,,0,1,the,False,243,twilight,False,general
3,adjacent,"lengthen, light, shadow, swallow",4,6,while shadows lengthen swallowing the light,True,243,twilight,False,general
4,adjacent,,0,1,the,False,243,twilight,False,general
5,adjacent,"evening, pierce, star, veil, velvet",5,9,the first stars pierce the velvet evening 's veil,True,243,twilight,False,general
6,adjacent,,0,0,,False,243,twilight,False,general
7,adjacent,"ancient, cricket, rite, sing, their, wordless",6,7,as crickets sing their ancient wordless rite,True,243,twilight,False,general
8,adjacent,,0,0,,False,243,twilight,False,general
9,adjacent,"day, grow, night, soft, world",5,9,the world grows soft between the day and night,True,243,twilight,False,general
10,adjacent,,0,1,and,False,243,twilight,False,general
11,adjacent,"daylight, hold, silence, tell, what",5,8,and silence holds what daylight can not tell,True,243,twilight,False,general
12,adjacent,,0,0,,False,243,twilight,False,general
13,first_last,"bleed, night, purple, sky, waiting",5,7,the sky bleeds purple into waiting night,True,243,twilight,False,general
0,adjacent,,0,1,the,False,244,twilight,False,figurative
1,adjacent,"gold, paint, rise, shade, sky",5,9,painting the sky in shades of gold and rose,True,244,twilight,False,figurative
2,adjacent,,0,1,the,False,244,twilight,False,figurative
3,adjacent,"cool, earth, grow, long, shadow",5,7,shadows grow long across the cooling earth,True,244,twilight,False,figurative
4,adjacent,,0,0,,False,244,twilight,False,figurative
5,adjacent,"cricket, evening, serenade, start, their",5,6,as crickets start their evening serenade,True,244,twilight,False,figurative
6,adjacent,,0,0,,False,244,twilight,False,figurative
7,adjacent,"canopy, darken, pierce, star",4,7,the first stars pierce the darkening canopy,True,244,twilight,False,figurative
8,adjacent,,0,0,,False,244,twilight,False,figurative
9,adjacent,"flicker, scatter, streetlight, town",4,7,while streetlights flicker on in scattered towns,True,244,twilight,False,figurative
10,adjacent,,0,0,,False,244,twilight,False,figurative
11,adjacent,"day, leave, pause, we",4,9,we pause between the day we 've left behind,True,244,twilight,False,figurative
12,adjacent,,0,0,,False,244,twilight,False,figurative
13,adjacent,"mystery, night, that, untold, wait",5,7,and night that waits with mysteries untold,True,244,twilight,False,figurative
14,adjacent,,0,0,,False,244,twilight,False,figurative
15,first_last,"distant, hill, retreat, sun",4,7,the sun retreats behind the distant hills,True,244,twilight,False,figurative
0,adjacent,,0,1,the,False,245,twilight,False,specific
1,adjacent,"child, gather, pierce, purple, sky, star",6,10,children gather as the first stars pierce the purple sky,True,245,twilight,False,specific
2,adjacent,,0,1,the,False,245,twilight,False,specific
3,adjacent,"bare, cool, foot, grass, silent, their",6,9,their bare feet silent on the cooling grass below,True,245,twilight,False,specific
4,adjacent,,0,1,the,False,245,twilight,False,specific
5,adjacent,"blink, cup, hand, light, small, they, yellow",7,9,they cup small hands around the blinking yellow lights,True,245,twilight,False,specific
6,adjacent,,0,1,the,False,245,twilight,False,specific
7,adjacent,"dance, dusk, lantern, summer, tiny",5,8,summer 's tiny lanterns dancing in the dusk,True,245,twilight,False,specific
8,adjacent,,0,1,the,False,245,twilight,False,specific
9,adjacent,"dim, flicker, glass, inside, twice",5,9,flicker once then twice then dim inside the glass,True,245,twilight,False,specific
10,adjacent,,0,1,the,False,245,twilight,False,specific
11,adjacent,"come, fade, it, magic, quickly",5,8,the magic fades as quickly as it came,True,245,twilight,False,specific
12,adjacent,,0,1,the,False,245,twilight,False,specific
13,first_last,"jar, mason, porch, rail, sit, wait",6,10,the mason jars sit empty on the porch rail waiting,True,245,twilight,False,specific
0,adjacent,,0,1,the,False,246,urban environment,False,general
1,adjacent,"flicker, midnight, neon, sign, sky",5,8,while neon signs flicker against the midnight sky,True,246,urban environment,False,general
2,adjacent,,0,1,the,False,246,urban environment,False,general
3,adjacent,"beneath, ghost, glow, like, pass, stranger, streetlight",7,9,strangers pass like ghosts beneath the streetlight 's glow,True,246,urban environment,False,general
4,adjacent,,0,1,the,False,246,urban environment,False,general
5,adjacent,"alleyways, echo, footstep, narrow, their",5,7,their footsteps echo down the narrow alleyways,True,246,urban environment,False,general
6,adjacent,,0,1,the,False,246,urban environment,False,general
7,adjacent,"breath, like, lose, manhole, rise, steam",6,9,where steam rises from the manholes like lost breath,True,246,urban environment,False,general
8,adjacent,,0,1,the,False,246,urban environment,False,general
9,adjacent,"city, hum, its, lullaby, restless, sleepless",6,7,the city hums its restless sleepless lullaby,True,246,urban environment,False,general
10,adjacent,,0,1,the,False,246,urban environment,False,general
