subject,with_brown_rules,prompt_type,poem_text,ai_vector,brown_sim_1,brown_sim_2,brown_sim_3,brown_sim_4,brown_sim_5,average_similarity_score
romantic love,False,figurative,"The way two shadows stretch to meet, 
Leaves trembling where their roots repeat. 

Leaves trembling where their roots repeat, 
Each bend a vow, each glance complete. 

Each bend a vow, each glance complete, 
A pulse that whispers underneath. 

A pulse that whispers underneath, 
The weight of longing, soft and sweet. 

The weight of longing, soft and sweet, 
A flame begins, the quiet ache of heat.","[0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 2 4 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0
 0 0 0 0 0]",0.31,0.53,0.42,0.29,0.5,0.41
romantic love,False,specific,"The night was stitched with moonlight, soft and true, 
Our laughter lingered, awkward in the air. 

Our laughter lingered, awkward in the air 
A silence bold enough to press its weight. 

A silence bold enough to press its weight, 
Yet sweet with the thrum of unspoken want. 

Yet sweet with the thrum of unspoken want, 
I traced my trembling hand across your face. 

I traced my trembling hand across your face, 
Your breath a quiet warmth against my cheek. 

Your breath a quiet warmth against my cheek 
The world unraveled to this single thread. 

The world unraveled to this single thread, 
Your lips against mine, tender and unsure. 

Your lips against mine, tender and unsure, 
The night was stitched with moonlight, soft and true.","[0 0 0 0 4 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 2 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0
 0 0 4 0 0 0 0 0 0 0 2 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 8 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0 0 0 0 0 4
 0 0 0 6 0]",0.33,0.49,0.43,0.41,0.47,0.43
violence,False,general,"

The sky cracks open; the street becomes dust. 
Our lives are taught to bend beneath the weight. 

Our lives are taught to bend beneath the weight, 
Hands clenched too tight, fists mistaken for hope. 

Hands clenched too tight, fists mistaken for hope, 
What grows from wounds when the bloom is rage? 

What grows from wounds when the bloom is rage? 
A slow harvest of shadows haunting our forms. 

A slow harvest of shadows haunting our forms 
Each cry echoes, but still no one answers. 

Each cry echoes, but still no one answers. 
What breaks returns in cycles, sharp as a blade. 

What breaks returns in cycles, sharp as a blade, 
The sky cracks open; the street becomes dust.This poem reflects on violence as an ongoing and cyclical force, shaped by silence, rage, and the haunting aftermath.","[0 0 0 0 0 0 1 2 0 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 2 0 0 0 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 2 0 0 0 0 2 1 2 0 4 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 9 0 0 0 0 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 2 0 0 0
 0 0 0 0 0]",0.27,0.52,0.4,0.41,0.42,0.4
violence,False,figurative,"The water does not ask why it must change, 
Only bends to the weight of what descends. 

Only bends to the weight of what descends, 
A fractured hymn carried by trembling wind. 

A fractured hymn carried by trembling wind, 
Each note sharp enough to split the evening. 

Each note sharp enough to split the evening, 
Fingers trace shadows where once light stood still. 

Fingers trace shadows where once light stood still, 
Grief blooms quietly, a flower born in ash. 

Grief blooms quietly, a flower born in ash, 
Pain ripples like a stone cast into the lake.","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 6 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 2 0 0
 0 0 0 0 0]",0.25,0.52,0.52,0.4,0.42,0.42
violence,False,specific,"The shadows simmer beneath a quiet sky, 
Fists raised in silence, never without reason. 

Fists raised in silence, never without reason, 
Each blow a fracture, each bruise a bond. 

Each blow a fracture, each bruise a bond, 
The streets hum low with stories left unspoken. 

The streets hum low with stories left unspoken, 
Glass shatters like starlight in the night. 

Glass shatters like starlight in the night, 
Fragile truths sharpen into jagged memories. 

Fragile truths sharpen into jagged memories, 
A scream repeats, circling through the air. 

A scream repeats, circling through the air, 
The shadows simmer beneath a quiet sky.","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 8 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
 0 0 0 0 0]",0.2,0.51,0.37,0.49,0.35,0.39
sorrow & grieving,False,general,"Grief lingers, a shadow that clings to my breath, 
Each inhale etched with the weight of what's left. 

Each inhale etched with the weight of what's lost, 
Memories smolder, though I count the cost. 

Memories smolder, time can't soothe ash away, 
Each ember sings of the absence I replay. 

Each ember sings of the absence I now wear, 
An ache like weatherunyielding, everywhere. 

An ache like weather drenches me through and through, 
The heart's forecast grim but achingly true. 

The heart's forecast grim but relentless with storm, 
This sorrow reshapes me, then shifts every form. 

This sorrow reshapes me, but I still remain 
Grief lingers, a shadow that clings to my name.","[0 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 1 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0
 0 0 2 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 2 7 0 0 0 1 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 3
 0 0 0 0 0]",0.35,0.56,0.51,0.37,0.46,0.45
sorrow & grieving,False,figurative,"A shadow that follows where light once stood, 
The echo of voices we no longer hear. 

The echo of voices we no longer hear 
Lingers in rooms where time holds its breath. 

Lingers in rooms where time holds its breath, 
Each moment betrays what it cannot return. 

Each moment betrays what it cannot return, 
A cycle of yearning, each turn the same. 

A cycle of yearning, each turn the same, 
Trapped in the pattern of what was undone. 

Trapped in the pattern of what was undone, 
The weight of loss drapes heavy in the air.","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 5 0 0 2 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 2 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 1 8 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 2 2 0 0 0 4 0 3 0 0
 0 0 0 0 0]",0.3,0.53,0.46,0.46,0.49,0.45
sorrow & grieving,False,specific,"An empty chair, the weight it bears is none, 
Yet shadows curl where once your laughter played. 

Where shadows curl, I sit and come undone, 
The light has left, yet still your ghost has stayed. 

That light has left; its absence chills the air, 
Once warm with words that wrapped me like a shawl. 

Now cold, the silence spreads beyond compare, 
No voice to answer when I dare to call. 

I reach for answersgrief replies with stone, 
Its echo binds me where I am, alone. 

The echo binds me where I am, alone. 
An empty chair, the weight it bears is none.","[0 0 0 0 0 2 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 2 0 2 2 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0
 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 2 6 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4 0 2
 0 0 0 2 0]",0.28,0.43,0.44,0.3,0.32,0.35
social commentaries,False,general,"The world keeps shouting what it won't repair 
A mirror cracked reflects the same old scene. 

A mirror cracked reflects the same old scene, 
Each fracture framing truths we cannot bear. 

Each fracture framing truths we cannot bear, 
Yet no one moves; the broken lies convene. 

Yet no one moves; the broken lies convene, 
Their echoes growing heavy on the air. 

Their echoes growing heavy on the air, 
Soft whispers turn to roars behind the screen. 

Soft whispers turn to roars behind the screen, 
A world keeps shouting what it won't repair.","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 2 0 0 0 0 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 9 0 0 0 0 0 2 0 0 0 0 0 2 0 0 0 0 0 0 0 2 0 0 0 2 0 0 0 0
 0 0 0 0 0]",0.23,0.47,0.35,0.32,0.33,0.34
social commentaries,False,figurative,"A mirror cracks beneath the weight of truth, 
The truths we hold too heavy to be shown. 

These lines refract, reflecting what's been shown; 
A gaze too sharp can cut straight to the bone. 

Speak softsuch cuts can etch into the bone, 
Yet whispers swell to roars, a growing hum. 

This murmur breaks from silence, a low hum, 
Through veils of noise, the world begins to break. 

Each fracture forms a picture as things break, 
What seemed whole now reveals its jagged threads. 

These threads unwind to storiesjagged threads, 
The tales we weave to bear what hides in sight. 

Unspoken truths still teeter, just in sight, 
A mirror cracks beneath the weight of truth.","[0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 7 0 0 0 0 1 6 2 0 0 0 2 0 0 0 0 0 0 0 0 2 0 0 0 3 0 0 0 0
 0 0 0 0 0]",0.21,0.54,0.51,0.41,0.41,0.41
social commentaries,False,specific,"The shelves are full, yet hunger fills the space, 
Abundance mocks the ghost of need's hard face. 

Abundance mocks the ghost of need's hard face, 
Each carton shelved with hiked-up price in place. 

Each carton shelved with hiked-up price in place, 
While workers bend, unpaid, their time erased. 

While workers bend, unpaid, their time erased, 
The chains grow fat on every stolen grace. 

The chains grow fat on every stolen grace, 
While empty hands reach out, unseen, disgraced. 

While empty hands reach out, unseen, disgraced, 
The shelves are full, yet hunger fills the space.","[0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 2 0 0 2 0 0 0 0
 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 2 0 0 0 0 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 2
 0 0 0 0 0]",0.23,0.52,0.44,0.4,0.37,0.39
subjugation,False,general,"The yoke is heavy; I wear it still 
A chain that whispers like restless breath. 

A chain that whispers like restless breath 
Its echoes tighten around my throat. 

Its echoes tighten around my throat, 
And silence grows deep roots inside my chest. 

As silence grows deep roots inside my chest, 
I'm taught to bend, to yield, to wait. 

I'm taught to bend, to yield, to wait, 
While power casts its shadow long. 

While power casts its shadow long, 
It builds a home and calls it peace. 

It builds a home and calls it peace 
The yoke is heavy; I wear it still.","[0 0 0 0 0 0 0 3 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 2 0 0 0 0 0 0 2 0 6 4 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 2 2 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0]",0.42,0.29,0.3,0.17,0.26,0.29
subjugation,False,figurative,"The weight of hands presses down, unseen. 
A chain can bind without a link in sight. 

A chain can bind without a link in sight, 
Soft whispers tighten cords in quiet rooms. 

Soft whispers tighten cords in quiet rooms, 
A silent pact to keep the power still. 

A silent pact to keep the power still, 
The ground beneath is taught to never rise. 

The ground beneath is taught to never rise, 
Each rotted root speaks silence to the stems. 

Each rotted root speaks silence to the stems 
Who taught a seed to grow into a wound? 

Who taught a seed to grow into a wound? 
The weight of hands presses down, unseen.","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 4 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 8 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0
 0 0 0 0 0]",0.18,0.54,0.57,0.42,0.37,0.42
subjugation,False,specific,"The weight of chains bends my tenderest yield, 
A harvest stolen, resistance concealed. 

A harvest stolen, I toil through the night 
Labor blooms under the overseer's sight. 

Labor blooms under a sky stained with ash, 
Sweat-soaked soil whispers as shadows clash. 

Sweat-soaked soil whispers of years swept away, 
Sowing silence where futures would sway. 

Sowing silence, my voice buried deep, 
Crushed beneath whispers that force me to reap. 

Crushed beneath whispers, my roots still resist, 
The weight of chains bendsbut I still exist.","[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
 0 0 3 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 1 4 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1
 0 0 0 0 0]",0.48,0.62,0.5,0.35,0.56,0.5
the mind,False,general,"The mind unfolds like streets lost to their ends, 
Its twists a home for shadowed truths to roam. 

These twists a home for shadowed truths, pretend, 
An echo's weight, a voice that shapes the dome. 

An echo's weight becomes too sharp to mend, 
Yet still it hums, transforming stone to foam. 

And still it hums through chaos we defend, 
A fragile map, a maze before the known. 

This fragile map, this maze, it bends, it rends 
The mind unfolds like streets lost to their ends.","[0 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 2 0 0 0 0 0 0 0 0 4 1 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 1 4 0 0 0 0 1 5 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
 0 0 0 0 0]",0.26,0.34,0.36,0.24,0.22,0.28
the mind,False,figurative,"What hides within the quiet of the breath, 
a shifting shape, too vast to hold or name. 

A shifting shape, too vast to hold or name, 
it echoes soft, then vanishes in flame. 

It echoes soft, then vanishes in flame, 
a shadowed pulse that bends both light and blame. 

A shadowed pulse that bends both light and blame 
it knows no stillness, only longing's frame. 

It knows no stillness, only longing's frame, 
both cage and key, both question and the claim. 

Both cage and key, both question and the claim 
a winding stair with neither start nor end. 

A winding stair with neither start nor end, 
what hides within the quiet of the breath.","[0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 2 0 0 4 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 2 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 2 6 0 0 0 0 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 2
 0 0 0 0 0]",0.3,0.43,0.37,0.36,0.41,0.38
the mind,False,specific,"

The mind shakes loose, a bird trapped in a room, 
Its wings beat wild against the fragile walls. 

These fragile walls can't hold such heavy thought, 
Each breath a gasp, each moment stalled in time. 

Can time unmake the shadows that it casts? 
The floor bends soft beneath the weight of fear. 

This weight of fear, it swells, it will not break 
A ripple turns to wave within the chest. 

This restless chest, a sea that churns all night, 
The mind shakes loose, a bird trapped in a room.Let me know how it resonates with you or if you'd like me to adjust anything!","[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 1 0 1 3 0 0 4 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 2 7 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
 0 2 0 0 0]",0.26,0.55,0.46,0.49,0.38,0.43
trees and flowers,False,general,"They stand as witnesses to time's soft tread, 
Roots in the earth, branches brush heaven's thread. 

Roots in the earth, they hold the stories deep, 
Petals unfold where ancient secrets sleep. 

Petals unfold, kissed by the morning dew, 
Each bloom a promise reborn, fresh and new. 

Each bloom a promise, reaching toward the light, 
Trees arch their backs to touch the fading night. 

Trees arch their backs, the wind whispers their prayer, 
Flowers below, their scents weigh on the air. 

Flowers below, fragile yet fierce they rise, 
A fleeting beauty mirrors endless skies. 

A fleeting beauty, life blooms and fades this way, 
They stand as witnesses to time's soft sway.","[0 0 0 0 0 0 0 2 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 8 0 4 0 0 0 3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
 0 0 0 0 0]",0.24,0.52,0.37,0.37,0.44,0.39
trees and flowers,False,figurative,"Beneath the arch where shadows lean, 
green whispers stretch toward brighter days. 

The climb of life bends to the sun, 
its fragile hands shaped by warm glow. 

Colors hum soft in fleeting air, 
a bloom unbound, yet held to roots. 

Each fragile stem recalls the sky, 
the ground holds secrets it won't share. 

What fades returns in quiet waves, 
a tender hymn from soil and light. 

Hidden hands keep weaving threads, 
a world remade beneath the arch.This employs the Duplex structure, where couplets evolve by rephrasing the closing line of the previous one, cycling through themes of nature, resilience, and transformation surrounding your subject.","[0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 2 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 1 0 0 0 0 0 0 9 0 0 0 0 1 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0
 0 0 0 1 0]",0.3,0.59,0.47,0.43,0.49,0.46
trees and flowers,False,specific,"The oak leans heavy with the weight of years, 
In its shadow, crimson blooms hold back fears. 

Crimson blooms cling to roots that twist and twine, 
Their sighs drift where light and shadow combine. 

Light pools between the leaves, a fleeting trust, 
Bark bears scars of storms, where time turns to dust. 

Dust rises when the wild wind starts to hum, 
Flowers shiver, unsure if spring will come. 

Spring returns to fill the world with its gold, 
The oak nods, its wisdom both fierce and old. 

Old blooms wither, while new ones press ahead, 
Far below, seeds whisper: not all is dead.","[0 0 0 0 0 0 0 3 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 1 1 1 0 0 3 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0
 0 0 0 0 0 0 0 1 6 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 2
 0 0 0 0 0]",0.28,0.54,0.45,0.36,0.42,0.41
